file_path,run_dir,phase,task,method,seed,source_type,step_column,reward_columns,cost_columns,usable,reason
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s21.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,21,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_endpoint_fix_positive_linear_star_v2_s22.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,22,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s20.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,20,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s21.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,21,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_original_legacy_linear_star_v2_s22.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,22,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s20.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,20,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s21.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,21,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_penalty_fix_legacy_squared_star_v2_s22.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,22,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s20.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,20,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s21.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,21,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/ablation_100k/starv2_ablation_100k_SafetyPointGoal1_v0_star_v2_positive_squared_star_v2_s22.log,,ablation_100k,SafetyPointGoal1-v0,star_v2,22,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s10.log,,core_100k,SafetyCarButton1-v0,current_only_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s11.log,,core_100k,SafetyCarButton1-v0,current_only_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s12.log,,core_100k,SafetyCarButton1-v0,current_only_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s10.log,,core_100k,SafetyCarButton1-v0,pointwise_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s11.log,,core_100k,SafetyCarButton1-v0,pointwise_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s12.log,,core_100k,SafetyCarButton1-v0,pointwise_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s10.log,,core_100k,SafetyCarButton1-v0,sac_lag,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s11.log,,core_100k,SafetyCarButton1-v0,sac_lag,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s12.log,,core_100k,SafetyCarButton1-v0,sac_lag,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s10.log,,core_100k,SafetyCarButton1-v0,star_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s11.log,,core_100k,SafetyCarButton1-v0,star_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarButton1_v0_selected_star_v2_star_v2_s12.log,,core_100k,SafetyCarButton1-v0,star_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s10.log,,core_100k,SafetyCarGoal1-v0,current_only_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s11.log,,core_100k,SafetyCarGoal1-v0,current_only_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s12.log,,core_100k,SafetyCarGoal1-v0,current_only_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s10.log,,core_100k,SafetyCarGoal1-v0,pointwise_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s11.log,,core_100k,SafetyCarGoal1-v0,pointwise_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s12.log,,core_100k,SafetyCarGoal1-v0,pointwise_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s10.log,,core_100k,SafetyCarGoal1-v0,sac_lag,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s11.log,,core_100k,SafetyCarGoal1-v0,sac_lag,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s12.log,,core_100k,SafetyCarGoal1-v0,sac_lag,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10.log,,core_100k,SafetyCarGoal1-v0,star_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11.log,,core_100k,SafetyCarGoal1-v0,star_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s12.log,,core_100k,SafetyCarGoal1-v0,star_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s10.log,,core_100k,SafetyPointButton1-v0,current_only_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s11.log,,core_100k,SafetyPointButton1-v0,current_only_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_current_only_v2_current_only_v2_s12.log,,core_100k,SafetyPointButton1-v0,current_only_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s10.log,,core_100k,SafetyPointButton1-v0,pointwise_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s11.log,,core_100k,SafetyPointButton1-v0,pointwise_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_pointwise_v2_pointwise_v2_s12.log,,core_100k,SafetyPointButton1-v0,pointwise_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s10.log,,core_100k,SafetyPointButton1-v0,sac_lag,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s11.log,,core_100k,SafetyPointButton1-v0,sac_lag,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_sac_lag_sac_lag_s12.log,,core_100k,SafetyPointButton1-v0,sac_lag,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_star_v2_star_v2_s10.log,,core_100k,SafetyPointButton1-v0,star_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_star_v2_star_v2_s11.log,,core_100k,SafetyPointButton1-v0,star_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointButton1_v0_selected_star_v2_star_v2_s12.log,,core_100k,SafetyPointButton1-v0,star_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_current_only_v2_current_only_v2_s10.log,,core_100k,SafetyPointGoal1-v0,current_only_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_current_only_v2_current_only_v2_s11.log,,core_100k,SafetyPointGoal1-v0,current_only_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_current_only_v2_current_only_v2_s12.log,,core_100k,SafetyPointGoal1-v0,current_only_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_pointwise_v2_pointwise_v2_s10.log,,core_100k,SafetyPointGoal1-v0,pointwise_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_pointwise_v2_pointwise_v2_s11.log,,core_100k,SafetyPointGoal1-v0,pointwise_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_pointwise_v2_pointwise_v2_s12.log,,core_100k,SafetyPointGoal1-v0,pointwise_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_sac_lag_sac_lag_s10.log,,core_100k,SafetyPointGoal1-v0,sac_lag,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_sac_lag_sac_lag_s11.log,,core_100k,SafetyPointGoal1-v0,sac_lag,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_sac_lag_sac_lag_s12.log,,core_100k,SafetyPointGoal1-v0,sac_lag,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_star_v2_star_v2_s10.log,,core_100k,SafetyPointGoal1-v0,star_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_star_v2_star_v2_s11.log,,core_100k,SafetyPointGoal1-v0,star_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/core_100k/starv2_core_100k_SafetyPointGoal1_v0_selected_star_v2_star_v2_s12.log,,core_100k,SafetyPointGoal1-v0,star_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s10.log,,resume_300k,SafetyCarButton1-v0,current_only_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s11.log,,resume_300k,SafetyCarButton1-v0,current_only_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s12.log,,resume_300k,SafetyCarButton1-v0,current_only_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s13.log,,resume_300k,SafetyCarButton1-v0,current_only_v2,13,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_current_only_v2_current_only_v2_s14.log,,resume_300k,SafetyCarButton1-v0,current_only_v2,14,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s10.log,,resume_300k,SafetyCarButton1-v0,pointwise_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s11.log,,resume_300k,SafetyCarButton1-v0,pointwise_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s12.log,,resume_300k,SafetyCarButton1-v0,pointwise_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s13.log,,resume_300k,SafetyCarButton1-v0,pointwise_v2,13,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_pointwise_v2_pointwise_v2_s14.log,,resume_300k,SafetyCarButton1-v0,pointwise_v2,14,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s10.log,,resume_300k,SafetyCarButton1-v0,sac_lag,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s11.log,,resume_300k,SafetyCarButton1-v0,sac_lag,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s12.log,,resume_300k,SafetyCarButton1-v0,sac_lag,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s13.log,,resume_300k,SafetyCarButton1-v0,sac_lag,13,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_sac_lag_sac_lag_s14.log,,resume_300k,SafetyCarButton1-v0,sac_lag,14,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_star_v2_star_v2_s10.log,,resume_300k,SafetyCarButton1-v0,star_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_star_v2_star_v2_s11.log,,resume_300k,SafetyCarButton1-v0,star_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_star_v2_star_v2_s12.log,,resume_300k,SafetyCarButton1-v0,star_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_star_v2_star_v2_s13.log,,resume_300k,SafetyCarButton1-v0,star_v2,13,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarButton1_v0_selected_star_v2_star_v2_s14.log,,resume_300k,SafetyCarButton1-v0,star_v2,14,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s10.log,,resume_300k,SafetyCarGoal1-v0,current_only_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s11.log,,resume_300k,SafetyCarGoal1-v0,current_only_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s12.log,,resume_300k,SafetyCarGoal1-v0,current_only_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s13.log,,resume_300k,SafetyCarGoal1-v0,current_only_v2,13,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_current_only_v2_current_only_v2_s14.log,,resume_300k,SafetyCarGoal1-v0,current_only_v2,14,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s10.log,,resume_300k,SafetyCarGoal1-v0,pointwise_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s11.log,,resume_300k,SafetyCarGoal1-v0,pointwise_v2,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s12.log,,resume_300k,SafetyCarGoal1-v0,pointwise_v2,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s13.log,,resume_300k,SafetyCarGoal1-v0,pointwise_v2,13,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_pointwise_v2_pointwise_v2_s14.log,,resume_300k,SafetyCarGoal1-v0,pointwise_v2,14,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s10.log,,resume_300k,SafetyCarGoal1-v0,sac_lag,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s11.log,,resume_300k,SafetyCarGoal1-v0,sac_lag,11,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s12.log,,resume_300k,SafetyCarGoal1-v0,sac_lag,12,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s13.log,,resume_300k,SafetyCarGoal1-v0,sac_lag,13,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_sac_lag_sac_lag_s14.log,,resume_300k,SafetyCarGoal1-v0,sac_lag,14,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s10.log,,resume_300k,SafetyCarGoal1-v0,star_v2,10,log,step,episode_reward,episode_cost,True,
/root/autodl-tmp/star_v2_storage/logs/star_v2_final/resume_300k/starv2_resume_300k_SafetyCarGoal1_v0_selected_star_v2_star_v2_s11.log,,resume_300k,SafetyCarGoal1-v0,star_v2,11,log,step,episode_reward,episode_cost,True,
